Plant_Id,fuel_cost_2012.01,fuel_cost_2012.02,fuel_cost_2012.03,fuel_cost_2012.04,fuel_cost_2012.05,fuel_cost_2012.06,fuel_cost_2012.07,fuel_cost_2012.08,fuel_cost_2012.09,fuel_cost_2012.10,fuel_cost_2012.11,fuel_cost_2012.12,generation_MWh_2012.01,generation_MWh_2012.02,generation_MWh_2012.03,generation_MWh_2012.04,generation_MWh_2012.05,generation_MWh_2012.06,generation_MWh_2012.07,generation_MWh_2012.08,generation_MWh_2012.09,generation_MWh_2012.10,generation_MWh_2012.11,generation_MWh_2012.12
2187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97943.00,76584.00,38692.00,0.00,0.00,0.00,44241.00,106004.00,106668.00,80307.00,79048.00,89308.00
2226,306.20,291.50,265.80,0,0,294.40,329.20,333.50,314.70,383.50,385.70,373.20,0.00,0.00,0.00,0.00,0.00,8380.00,20410.00,8834.00,0.00,0.00,0.00,0.00
2236,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,149.00,0.00,127.00,0.00,0.00,0.00,0.00,0.00
2240,631.90,581.40,625.30,678.70,617.50,605.40,602.10,662.20,805.00,814.80,739.50,602.10,36954.00,34931.00,26958.00,28966.00,40338.00,43821.00,60011.00,41603.00,18036.00,31948.00,42661.00,46299.00
2241,2865.90,746.70,1392.70,1238.40,1334.40,450.60,325.70,352.50,524.70,2068.80,4826.30,536.70,-138.00,-129.00,-123.00,-110.00,-112.00,-110.00,82.00,-72.00,-122.00,-119.00,-126.00,160.00
2244,0,0,0,0,0,0,0,0,0,0,0,0,-223.00,-183.00,-97.00,-72.00,-61.00,-66.00,-76.00,-90.00,-67.00,1279.00,-220.00,-323.00
2266,0,0,0,0,0,1913.30,0,0,2623.00,0,2590.00,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0,2614.00,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,805.60,2512.50,2233.00,1097.60,460.30,467.10,534.20,525.60,545.20,582.00,1051.60,992.20,82208.00,88274.00,46717.00,9658.00,95497.00,122324.00,142673.00,122750.00,53958.00,94718.00,78258.00,92052.00
2291,842.90,597.70,613.30,864.00,1102.70,896.90,815.80,611.30,838.60,716.10,661.50,961.90,280888.00,236735.00,216134.00,232635.00,310243.00,289793.00,290915.00,290355.00,244458.00,251944.00,190226.00,204433.00
2292,426.70,401.30,440.10,287.90,281.00,312.50,347.20,352.70,379.90,0,550.50,488.60,0,0,0,0,0,0,0,0,0,0,0,0
2322,2003.60,553.50,762.00,320.90,297.40,303.60,314.20,334.40,396.90,379.80,1915.60,656.70,-315.00,-324.00,-324.00,-287.00,7476.00,43196.00,41113.00,51609.00,1943.00,23893.00,-388.00,-219.00
2324,891.30,613.00,579.90,533.00,1019.70,838.00,1090.00,1145.50,1114.20,888.30,951.30,673.40,127935.00,20711.00,20132.00,40086.00,10817.00,23952.00,201661.00,202087.00,199923.00,211631.00,161111.00,164369.00
2330,423.60,362.60,365.60,311.70,315.70,346.00,345.40,381.20,388.00,493.70,313.50,463.30,3187.00,2134.00,7033.00,24735.00,16824.00,34456.00,41982.00,43398.00,25164.00,14995.00,14852.00,21245.00
2336,851.20,727.20,1000.00,627.20,634.60,736.80,656.40,764.40,781.20,944.40,789.80,933.20,106338.00,117055.00,96094.00,101426.00,124712.00,127661.00,140092.00,150645.00,111227.00,100960.00,89149.00,103148.00
2364,3264.60,3359.50,2970.00,3430.10,3042.30,2110.90,2318.00,3632.30,3305.90,3000.90,3182.60,3328.20,281040.00,171974.00,86122.00,2368.00,0.00,21807.00,189881.00,94560.00,0.00,0.00,87285.00,251099.00
2367,1282.90,0,1174.00,1352.00,1537.00,820.70,1068.00,3133.10,775.00,678.10,1005.90,1200.00,41570.00,28843.00,26458.00,23945.00,32986.00,34943.00,37530.00,42363.00,30824.00,33548.00,57791.00,42305.00
2378,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3749.00,1869.00,2161.00,0.00,1930.00,18943.00,80786.00,43759.00,10759.00,3443.00,2363.00,2515.00
2384,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,2868.00,2707.00,13678.00,18127.00,39780.00,12176.00,5824.00,1863.00,0.00,0.00
2390,0,0,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,-410.00,-378.00,-320.00,-227.00,-205.00,1080.00,6646.00,1553.00,1344.00,-242.00,-328.00,-372.00
2398,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159691.00,163702.00,141028.00,137690.00,179353.00,172215.00,189251.00,205767.00,171633.00,149805.00,182329.00,186899.00
2399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
2400,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
2401,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
2403,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,33012.00,-4579.00,21101.00,29007.00,214922.00,86891.00,271043.00,147102.00,42859.00,-2353.00,-332.00,-2970.00
2404,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
2406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148686.00,156372.00,210170.00,137592.00,216716.00,203450.00,284859.00,262278.00,232319.00,193751.00,0.00,-1305.00
2408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9416.00,-4579.00,-3702.00,961.00,-3715.00,49431.00,197158.00,68297.00,397.00,19569.00,10006.00,4730.00
2411,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,255.00,-753.00,-782.00,-541.00,2909.00,11417.00,34074.00,2602.00,9827.00,10433.00,0.00,0.00
2434,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1383.00,0.00,0.00,0.00,0.00,0.00
2442,658.90,676.80,528.70,597.90,558.00,1062.20,486.00,642.00,741.00,901.00,704.00,683.00,1409074.00,1280544.00,980596.00,621298.00,916377.00,1152455.00,1234608.00,1066683.00,1335472.00,1471814.00,1169890.00,1102574.00
2444,389.00,284.00,270.00,248.00,260.00,308.00,315.00,332.00,323.00,336.00,396.00,405.00,55135.00,30261.00,35483.00,64016.00,78359.00,75192.00,74791.00,93343.00,72715.00,63161.00,53273.00,58145.00
2446,757.60,709.60,232.50,513.20,261.10,512.60,703.80,652.00,671.40,843.00,750.20,744.60,35697.00,42211.00,38742.00,52414.00,44275.00,42994.00,46771.00,46786.00,36600.00,39027.00,10386.00,20209.00
2450,316.00,345.00,461.90,261.00,278.00,295.00,377.00,351.00,371.00,0,0,440.00,347.00,1726.00,32.00,6259.00,1979.00,12415.00,14419.00,22772.00,5557.00,0.00,0.00,319.00
2451,2831.00,2776.00,3024.00,2845.00,2838.00,2544.00,2471.00,2712.00,3073.00,3133.00,2824.00,2737.00,842066.00,767949.00,723095.00,627571.00,938644.00,988466.00,1043735.00,963372.00,1021959.00,535204.00,762956.00,1016943.00
2454,1386.80,2000.10,465.00,513.20,522.20,768.90,703.80,652.00,1002.90,1172.70,1125.30,733.60,32486.00,23291.00,84573.00,123931.00,101934.00,101634.00,107526.00,110935.00,80385.00,66287.00,33327.00,65881.00
2480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,58715.00,2796.00,4205.00,2461.00,14670.00,40764.00,100925.00,70472.00,18940.00,6971.00,0.00,0.00
2490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82983.00,102979.00,69667.00,122741.00,104617.00,164009.00,293515.00,263594.00,124838.00,51405.00,180934.00,91889.00
2493,757.00,453.00,389.00,301.00,273.00,377.00,377.00,444.00,416.00,416.00,489.00,541.00,56865.00,52743.00,25645.00,0.00,91767.00,86071.00,140141.00,127010.00,78786.00,22552.00,12939.00,48335.00
2494,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
2500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93163.00,49709.00,183238.00,149465.00,195320.00,229660.00,541220.00,429445.00,221050.00,482056.00,536844.00,183177.00
2511,545.00,435.00,301.00,259.00,276.00,2425.00,2527.00,357.00,319.00,2957.00,481.00,629.00,47184.00,40351.00,47463.00,41991.00,88661.00,163630.00,193517.00,177110.00,98625.00,28166.00,22433.00,61381.00
2513,0,0,0,0,0,0,0,0,0,0,0,0,-316.00,-275.00,36231.00,38350.00,39611.00,38358.00,-161.00,-151.00,-123.00,-97.00,-2.00,-13.00
2514,500.00,435.00,302.00,259.00,276.00,310.00,498.30,358.00,306.00,382.00,0,0,-548.00,-479.00,26679.00,24272.00,24185.00,78422.00,-336.00,-255.00,-184.00,-119.00,-119.00,-150.00
2516,545.00,435.00,301.00,259.00,276.00,309.00,344.00,357.00,318.00,384.00,481.00,3228.00,181515.00,189190.00,254367.00,268772.00,288306.00,331029.00,518823.00,391609.00,178428.00,246803.00,246020.00,205791.00
2517,1069.00,875.00,591.00,516.00,534.00,615.00,688.00,698.00,634.00,721.00,961.00,1135.00,-665.00,-585.00,-549.00,6467.00,10980.00,46361.00,111617.00,71374.00,49258.00,68162.00,26091.00,180.00
2527,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2535,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54669.00,59684.00,8453.00,0.00,0.00,21939.00,102312.00,71950.00,22575.00,13682.00,15132.00,96308.00
2539,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108558.00,130404.00,136982.00,92935.00,136567.00,149786.00,152296.00,149660.00,139844.00,132472.00,117799.00,129986.00
2549,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109565.00,77726.00,14094.00,17390.00,67686.00,83497.00,102237.00,78979.00,71722.00,51254.00,25848.00,7474.00
2554,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97213.00,40780.00,13772.00,1901.00,39196.00,64568.00,163425.00,114600.00,29296.00,30559.00,24439.00,2046.00
2594,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3021.00,5804.00,6013.00,2513.00,2567.00,7537.00,15804.00,5349.00,2827.00,6129.00,2838.00,2969.00
2625,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,-2465.00,-2025.00,-1658.00,-1272.00,-1323.00,12605.00,132232.00,119063.00,35683.00,-1282.00,90281.00,1810.00
2682,0,0,0,0,0,0,0,0,0,0,0,0,12110.00,10534.00,5943.00,0.00,0.00,1122.00,5479.00,7801.00,201.00,0.00,3928.00,7671.00
2706,5892.70,6326.00,1483.00,2278.00,2280.10,1946.30,1483.70,1883.00,1889.50,2692.70,1759.40,1634.70,81498.00,130896.00,215097.00,191051.00,211616.00,169306.00,206426.00,142670.00,90427.00,89019.00,154193.00,128537.00
2708,2261.90,0,2471.80,0,0,0,764.00,1527.30,351.80,0,0,0,43852.00,18200.00,6531.00,-869.00,18970.00,57550.00,143036.00,138249.00,47441.00,-718.00,0.00,0.00
2709,0,0,1172.20,2022.70,789.50,1196.70,357.40,5206.90,1251.40,0,0,0,49152.00,28905.00,129278.00,137585.00,103863.00,70187.00,156064.00,117753.00,36548.00,0.00,0.00,0.00
2712,6988.60,6817.60,6502.10,5233.80,6301.00,6572.30,6716.90,5606.20,5829.80,7093.80,4563.20,4519.50,1087449.00,1178446.00,1152863.00,1067771.00,1023685.00,1080278.00,1478948.00,1270217.00,1070379.00,1153838.00,1397543.00,1001571.00
2713,2757.20,2910.20,4200.90,3345.80,3134.40,2948.20,3145.00,2907.50,2918.90,2723.80,2953.00,3306.60,124117.00,84180.00,143658.00,138950.00,139142.00,141376.00,213300.00,132142.00,48080.00,19924.00,91119.00,5869.00
2716,0,0,2483.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,2879.20,4762.80,4473.40,4779.90,3428.00,4769.80,4500.90,5024.20,3266.80,3896.20,6325.80,3067.10,40087.00,67197.00,94835.00,218305.00,218764.00,261381.00,462344.00,224352.00,91657.00,45392.00,172026.00,52384.00
2720,1157.40,776.50,290.40,269.90,332.60,311.20,2865.60,2995.80,3100.90,366.90,439.20,2709.00,-692.00,18538.00,-508.00,-423.00,15810.00,27012.00,69189.00,21840.00,4464.00,7427.00,44230.00,13042.00
2721,3072.50,4453.30,3704.70,3237.00,2642.20,2840.10,3021.60,3689.40,6179.30,5179.70,2062.90,4095.40,42279.00,109314.00,-2906.00,34026.00,144745.00,112062.00,313515.00,82239.00,137180.00,106278.00,68604.00,34433.00
2723,0,0,0,0,0,0,0,0,0,0,0,378.40,-670.00,-625.00,-640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2727,8973.70,6875.70,5945.40,5899.90,5693.20,4667.60,5777.80,3157.70,4057.20,5636.10,8552.30,7345.00,839994.00,447830.00,672419.00,531312.00,690651.00,846636.00,1056079.00,999470.00,729801.00,768189.00,1043376.00,988862.00
2732,2267.20,0,0,0,0,0,2191.40,0,0,0,2011.60,2297.50,24287.00,-1441.00,-1293.00,-1188.00,-1025.00,8125.00,80132.00,-1349.00,-1158.00,-1305.00,32643.00,20083.00
2790,1021.70,344.80,909.90,391.10,856.20,851.30,866.60,911.90,391.50,359.40,1063.00,355.60,30376.00,40297.00,42561.00,44229.00,42280.00,23937.00,44730.00,46599.00,39689.00,28187.00,43426.00,50645.00
2817,153.70,153.00,2717.10,350.70,340.70,346.60,336.60,2893.30,2702.30,157.30,2579.80,155.10,339792.00,307138.00,268377.00,204785.00,364250.00,311170.00,359770.00,323800.00,156682.00,94223.00,286370.00,392320.00
2823,4626.40,4906.80,5167.10,5155.10,4744.20,4509.20,4777.80,5188.50,236.60,257.20,4948.60,276.50,476783.00,372738.00,453705.00,438950.00,480249.00,321722.00,467104.00,468382.00,355049.00,410999.00,434609.00,483384.00
2824,2647.90,2811.70,2981.50,2997.50,2796.80,2603.00,2725.60,2973.40,3033.80,3040.40,2838.60,2725.70,108069.00,103184.00,102506.00,96876.00,108161.00,92141.00,119169.00,112973.00,105145.00,85331.00,99759.00,109651.00
2828,3432.00,3290.00,1128.50,3360.10,913.80,3052.60,936.20,3125.50,3395.70,3467.30,1155.50,3185.90,257256.00,472626.00,333817.00,365229.00,688833.00,609194.00,705532.00,942311.00,628967.00,459593.00,742909.00,1166038.00
2830,3674.90,1771.90,995.40,1080.40,676.30,691.70,1446.70,1346.90,1820.70,1574.70,1970.90,4305.80,345142.00,284158.00,163042.00,380380.00,169298.00,399412.00,449848.00,460065.00,97727.00,86829.00,152739.00,253251.00
2831,0,0,0,0,0,408.00,1225.00,0,0,0,798.00,380.00,0,0,0,0,0,0,0,0,0,0,0,0
2832,3641.00,2643.20,2857.00,5695.20,2693.50,2322.60,2787.60,2392.50,4843.40,2814.60,2688.80,2900.20,748790.00,587152.00,605680.00,584309.00,766641.00,688406.00,806119.00,733338.00,779892.00,456619.00,749565.00,801446.00
2835,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2464.00,-3073.00,-2407.00,-1993.00,-2045.00,53700.00,70119.00,45351.00,37029.00,16779.00,13445.00,23671.00
2836,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287020.00,239420.00,84904.00,-4201.00,188536.00,121160.00,361051.00,266455.00,246753.00,311136.00,349732.00,192921.00
2837,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0.00,346872.00,239394.00,656671.00,741682.00,717512.00,660986.00,566667.00,354768.00,70984.00,16556.00,35146.00,71683.00
2838,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5087.00,23180.00,51127.00,41826.00,16650.00,22480.00,25870.00
2840,4791.40,5114.90,3136.10,3431.40,5172.20,5088.00,4881.30,5464.20,564.30,569.00,3252.40,2806.40,318194.00,374253.00,599907.00,622111.00,241361.00,562250.00,872351.00,855430.00,458360.00,288255.00,389930.00,206642.00
2843,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,3957.00,0.00,0.00,0.00,0.00,0.00
2847,4316.30,1028.80,1278.40,1534.50,1972.10,2217.20,1765.80,1916.50,876.40,1791.20,1341.20,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,1375.40,1259.00,857.60,0,0,968.90,1598.70,1394.80,0,0,0,0,-766.00,-678.00,-667.00,-595.00,-656.00,6488.00,25922.00,18844.00,-664.00,-612.00,-607.00,-617.00
2850,5201.90,4895.80,4532.30,4190.00,4035.20,4019.20,4068.90,4548.80,5084.70,4700.90,5011.30,4688.70,1131387.00,840492.00,967933.00,638885.00,875483.00,963682.00,1260787.00,1174594.00,1150718.00,752705.00,543679.00,1204276.00
2861,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1384.00,-1124.00,-918.00,-788.00,-628.00,8467.00,23959.00,6579.00,8154.00,-433.00,0.00,0.00
2866,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,763048.00,870131.00,640851.00,986399.00,1367521.00,1232339.00,1243321.00,652126.00,-7811.00,-7905.00,315220.00,843660.00
2869,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
2872,5488.20,5409.20,2905.00,2864.90,0,6052.60,6750.20,4997.00,5096.40,1499.00,747.40,2240.90,254771.00,231400.00,39918.00,53858.00,45991.00,184012.00,453758.00,269166.00,6432.00,10277.00,50800.00,189232.00
2876,2632.90,3157.50,3409.40,2974.00,2869.40,2727.00,2731.60,2956.00,2956.70,2946.30,3169.60,2865.60,291167.00,324268.00,311463.00,329124.00,473748.00,398526.00,408760.00,368580.00,323671.00,463630.00,514634.00,481035.00
2878,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,125769.00,88734.00,85590.00,40443.00,70115.00,170063.00,236650.00,212574.00,97371.00,99164.00,77327.00,79886.00
2880,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
2914,0,0,0,0,0,0,0,0,0,0,0,0,6201.00,5630.00,4030.00,0.00,0.00,358.00,8005.00,7032.00,6662.00,7646.00,7314.00,6438.00
2917,1007.90,1028.20,988.40,948.00,989.40,1026.20,1049.70,1037.30,1021.10,1069.80,1092.30,1086.00,909.00,69.00,-341.00,-125.00,492.00,15387.00,35571.00,36429.00,21527.00,-476.00,-494.00,-517.00
2935,920.20,897.50,810.40,755.50,827.60,869.40,965.30,957.30,932.80,1025.80,1109.30,1096.60,19508.00,8727.00,13248.00,10319.00,13730.00,16961.00,25100.00,20102.00,13701.00,13731.00,20743.00,20460.00
2936,2308.90,2057.60,2457.60,2417.00,2555.70,2276.50,2370.30,2511.00,2490.70,2557.10,2571.50,2521.20,2810.00,-190.00,-226.00,-139.00,-227.00,6173.00,8722.00,2803.00,2291.00,472.00,347.00,-185.00
2943,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,38.00,7.00,0.00,0.00,0.00,0.00,0.00
2951,511.80,591.90,511.80,343.80,298.10,303.80,310.80,334.20,347.30,420.10,475.50,502.50,1523.00,733.00,2786.00,70813.00,129201.00,196801.00,307937.00,248528.00,73919.00,6424.00,0.00,4841.00
2952,1542.00,1850.30,1761.60,1586.00,1523.50,1565.00,1627.40,1815.30,1426.40,1668.30,1926.00,1964.40,824544.00,847309.00,446709.00,425765.00,677807.00,775622.00,906620.00,855383.00,628119.00,493963.00,502784.00,613977.00
2953,1903.90,1349.50,1903.90,0,999.70,746.00,761.80,789.10,887.20,583.50,824.10,619.70,5817.00,1792.00,659.00,0.00,69665.00,91536.00,199020.00,113534.00,41174.00,0.00,0.00,0.00
2956,511.80,591.90,534.50,343.80,298.10,303.80,310.80,334.20,347.30,420.10,475.50,502.50,155978.00,101135.00,118259.00,180548.00,315504.00,349305.00,579584.00,403782.00,290284.00,247108.00,198601.00,158936.00
2963,15371.50,15730.60,14887.60,15175.40,15797.80,10893.30,18710.10,14551.70,15156.30,6739.50,15468.20,6898.60,593521.00,443661.00,462385.00,510824.00,765189.00,808020.00,894951.00,857555.00,617415.00,593955.00,497790.00,590750.00
2964,9215.70,8895.20,7861.60,7901.90,8194.40,10033.20,13428.60,9379.80,9466.20,4256.00,10473.10,3718.20,41055.00,55304.00,98447.00,94087.00,57023.00,93911.00,91658.00,86720.00,40421.00,52740.00,36164.00,28757.00
2965,9149.20,8449.00,7710.80,7916.60,8172.90,9947.30,12790.00,6261.80,13387.50,4240.50,7646.20,5412.00,13234.00,13021.00,17371.00,25258.00,18441.00,25498.00,28053.00,30118.00,24582.00,15216.00,13345.00,12392.00
3000,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,24.00,0.00,95.00,0.00,0.00,0.00,0.00
3006,268.10,261.10,225.60,206.00,242.00,353.80,301.40,353.80,282.70,353.80,353.80,353.80,0.00,0.00,0.00,0.00,0.00,0.00,3809.00,8036.00,0.00,0.00,0.00,0.00
3008,268.10,261.10,225.60,206.00,242.00,353.80,301.40,353.80,282.70,353.80,0,353.80,18628.00,11263.00,10223.00,36632.00,16351.00,55058.00,81665.00,55067.00,19971.00,5124.00,0.00,8230.00
3096,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,-621.00,-575.00,-32.00,421.00,-234.00,915.00,325.00,604.00,-246.00,-330.00,-502.00,1824.00
3098,0,0,0,0,0,0,0,0,0,0,0,0,-372.00,17443.00,-1251.00,8724.00,20692.00,9852.00,21340.00,-801.00,-1462.00,-898.00,-914.00,0.00
3113,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,3391.00,545.00,-1217.00,-1085.00,4010.00,22102.00,93933.00,10072.00,-1026.00,-1112.00,11629.00,5053.00
3115,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0,772.00,-156.00,-167.00,-124.00,8981.00,15487.00,62498.00,-92.00,8188.00,-1062.00,1856.00,-170.00
3118,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,904660.00,449496.00,761612.00,409124.00,954974.00,887863.00,1117511.00,1026731.00,1007117.00,1149624.00,943917.00,1013400.00
3122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,984855.00,853043.00,763245.00,640124.00,586020.00,784824.00,1028801.00,888234.00,847342.00,767397.00,755066.00,901884.00
3130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,283797.00,142138.00,105976.00,41162.00,170170.00,144377.00,259764.00,186395.00,105378.00,31621.00,252197.00,61249.00
3131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86324.00,70216.00,81849.00,63858.00,135878.00,153405.00,164418.00,97228.00,100020.00,117229.00,196212.00,119846.00
3136,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1086047.00,539533.00,947599.00,538531.00,1022448.00,902296.00,1216605.00,1034377.00,528128.00,391086.00,482364.00,833752.00
3138,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-840.00,-503.00,-734.00,-716.00,19904.00,30192.00,128066.00,94115.00,5562.00,23205.00,78365.00,-1022.00
3140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,799456.00,442026.00,263497.00,55895.00,232932.00,389884.00,903777.00,793077.00,542982.00,553471.00,304668.00,679162.00
3148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30332.00,1678.00,36119.00,193516.00,162328.00,145129.00,341520.00,264243.00,194827.00,71511.00,110301.00,65204.00
3149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,822839.00,392134.00,521428.00,698772.00,766766.00,519082.00,890983.00,948708.00,634751.00,692702.00,669885.00,436817.00
3152,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0,0.00,45075.00,2030.00,23190.00,4560.00,0.00,0.00,21623.00,51974.00,14946.00,0.00,0.00,0.00
3161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,-3155.00,-3053.00,-2037.00,1942.00,8251.00,43869.00,3504.00,2037.00,-3855.00,-2954.00,-2012.00
3169,0.00,0,0,0.00,0,0.00,0,0,0,0,0,0,-744.00,-696.00,-2285.00,-720.00,-744.00,-366.00,-744.00,-744.00,-720.00,-744.00,-721.00,-744.00
3176,0,0,0,0,0,0,0,0,0,0,0,0,1880.00,1328.00,3796.00,2659.00,4662.00,5466.00,9540.00,8135.00,8036.00,8871.00,3562.00,6663.00
3178,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0,113650.00,4178.00,-1080.00,0.00,32553.00,56823.00,68959.00,56015.00,0.00,0.00,0.00,0.00
3179,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,939165.00,818707.00,653184.00,507558.00,762281.00,1018472.00,932121.00,756125.00,787513.00,811805.00,771222.00,925664.00
3181,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2658.00,56515.00,48125.00,43536.00,165032.00,116034.00,143050.00,128957.00,115080.00,118711.00,127136.00,103926.00
3236,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63462.00,67739.00,71224.00,63755.00,96425.00,84370.00,87215.00,89666.00,71188.00,75763.00,47945.00,43544.00
3250,546.60,440.30,432.70,892.20,434.10,503.20,447.00,463.80,470.20,0,568.70,581.20,0,0,0,0,0,0,0,0,0,0,0,0
3251,423.90,0,888.40,441.40,436.40,0,447.60,0,0,0,0,0,27610.00,21720.00,-827.00,-724.00,-885.00,13500.00,49451.00,59918.00,47005.00,-551.00,-576.00,-405.00
3264,1754.30,13803.90,228.10,212.80,266.50,268.60,2733.70,617.90,586.70,370.30,2570.80,3202.40,-880.00,36124.00,-766.00,-724.00,-732.00,15399.00,55132.00,-791.00,2811.00,-687.00,25330.00,-791.00
3280,4002.70,3169.50,711.10,1204.70,3015.10,1018.10,779.10,3540.60,1229.30,4000.00,1385.20,3824.90,98474.00,98367.00,168248.00,92399.00,178065.00,101354.00,212730.00,215203.00,198761.00,109195.00,148397.00,30992.00
